house,year,name_jp,district,districttype,party_jp,party_id,party_en,result,experience,experience_lab,female,gender_lab,age,age_group,borninku,home_lab,educ_type,educ_lab,dynastic,dynastic_lab,busi_emp,busi_exec,celeb,bcrat,localbcrat,pref_assy,pref_gov,sec,magnitude,city_assy,anylocal_assy,mayor,district_jp,kana
HC,2013,原口敏彦,Nagasaki,SMD,共産党,5,JCP,0,0,No experience,0,Male,51,50-59,0,Born outside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,長崎選挙区,ハラグチ トシヒコ
HC,2013,味岡淳二,Nagano,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,54,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,2,0,0,0,長野選挙区,アジオカ ジュンジ
HC,2013,羽田雄一郎,Nagano,MMD,民主党,16,DPJ,1,6,"Currently in office, 3+ terms",0,Male,45,40-49,0,Born outside district,2,Private university,3,Cabinet minister,0,0,0,0,0,0,0,1,2,0,0,0,長野選挙区,ハタ ユウイチロウ
HC,2013,神津ゆかり,Nagano,MMD,無所属,10,Independent,0,0,No experience,1,Female,46,40-49,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,長野選挙区,コウヅ ユカリ
HC,2013,吉田博美,Nagano,MMD,自民党,1,LDP,1,4,"Currently in office, 2 terms",0,Male,64,60-69,0,Born outside district,2,Private university,0,None,0,0,0,0,0,1,0,1,2,0,1,0,長野選挙区,ヨシダ ヒロミ
HC,2013,唐沢千晶,Nagano,MMD,共産党,5,JCP,0,0,No experience,1,Female,43,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,長野選挙区,カラサワ チアキ
HC,2013,角恵子,Nagano,MMD,みんなの党,99,Other,0,0,No experience,1,Female,33,Under_40,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,2,0,0,0,長野選挙区,スミ ケイコ
HC,2013,川上義博,Tottori,SMD,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,62,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,1,0,1,0,鳥取選挙区,カワカミ ヨシヒロ
HC,2013,舞立昇治,Tottori,SMD,自民党,1,LDP,1,0,No experience,0,Male,37,Under_40,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,鳥取選挙区,マイタチ ショウジ
HC,2013,吉岡由里子,Tottori,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,46,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,鳥取選挙区,ヨシオカ ユリコ
HC,2013,井上洋,Tottori,SMD,無所属,10,Independent,0,0,No experience,0,Male,64,60-69,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,鳥取選挙区,イノウエ ヒロシ
HC,2013,岩永尚之,Tottori,SMD,共産党,5,JCP,0,0,No experience,0,Male,56,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,鳥取選挙区,イワナガ ナオユキ
HC,2013,島田三郎,Shimane,SMD,自民党,1,LDP,1,0,No experience,0,Male,57,50-59,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,0,1,0,1,1,0,1,0,島根選挙区,シマダ サブロウ
HC,2013,池田節子,Shimane,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,57,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,0,0,0,島根選挙区,イケダ セツコ
HC,2013,向瀬慎一,Shimane,SMD,共産党,5,JCP,0,0,No experience,0,Male,42,40-49,0,Born outside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,島根選挙区,ムコセ シンイチ
HC,2013,亀井亜紀子,Shimane,SMD,みどりの風,99,Other,0,2,"Currently in office, 1 term",1,Female,48,40-49,0,Born outside district,2,Private university,3,Cabinet minister,0,0,0,0,0,0,0,1,1,0,0,0,島根選挙区,カメイ アキコ
HC,2013,小倉淳,Tokyo,MMD,日本維新の会,35,JIP,0,0,No experience,0,Male,55,50-59,0,Born outside district,2,Private university,0,None,1,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,オグラ ジュン
HC,2013,鈴木信行,Tokyo,MMD,諸派,99,Other,0,0,No experience,0,Male,47,40-49,1,Born inside district,0,High school,0,None,0,1,0,0,0,0,0,0,5,0,0,0,東京選挙区,スズキ ノブユキ
HC,2013,釈量子,Tokyo,MMD,幸福実現党,99,Other,0,0,No experience,1,Female,43,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,シャク リョウコ
HC,2013,吉良佳子,Tokyo,MMD,共産党,5,JCP,1,0,No experience,1,Female,30,Under_40,0,Born outside district,2,Private university,1,Local-level elected politician,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,キラ ヨシコ
HC,2013,大塚珠代,Tokyo,MMD,自民党,1,LDP,1,2,"Currently in office, 1 term",1,Female,42,40-49,0,Born outside district,3,University of Tokyo,0,None,0,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,マルカワ タマヨ
HC,2013,西野貞吉,Tokyo,MMD,無所属,10,Independent,0,0,No experience,0,Male,77,Over_70,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,ニシノ テイキチ
HC,2013,中松義郎,Tokyo,MMD,無所属,10,Independent,0,0,No experience,0,Male,85,Over_70,1,Born inside district,3,University of Tokyo,0,None,1,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,ドクター ナカマツ
HC,2013,戸並誠,Tokyo,MMD,諸派,99,Other,0,0,No experience,0,Male,64,60-69,0,Born outside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,マック アカサカ
HC,2013,松本実,Tokyo,MMD,無所属,10,Independent,0,0,No experience,0,Male,66,60-69,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,マツモト ミノル
HC,2013,山本太郎,Tokyo,MMD,無所属,10,Independent,1,0,No experience,0,Male,38,Under_40,0,Born outside district,0,High school,0,None,0,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,ヤマモト タロウ
HC,2013,森純,Tokyo,MMD,無所属,10,Independent,0,0,No experience,0,Male,65,60-69,0,Born outside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,モリ キヨシ
HC,2013,桐島ローランド,Tokyo,MMD,みんなの党,99,Other,0,0,No experience,0,Male,45,40-49,0,Born outside district,2,Private university,0,None,0,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,キリシマ ローランド
HC,2013,丸子安子,Tokyo,MMD,みどりの風,99,Other,0,0,No experience,1,Female,45,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,マルコ ヤスコ
HC,2013,武見敬三,Tokyo,MMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,61,60-69,1,Born inside district,2,Private university,3,Cabinet minister,0,0,1,0,0,0,0,0,5,0,0,0,東京選挙区,タケミ ケイゾウ
HC,2013,鈴木寛,Tokyo,MMD,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,49,40-49,0,Born outside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,5,0,0,0,東京選挙区,スズキ カン
HC,2013,犬丸勝子,Tokyo,MMD,無所属,10,Independent,0,0,No experience,1,Female,58,50-59,0,Born outside district,2,Private university,0,None,0,1,0,0,0,0,0,0,5,0,0,0,東京選挙区,イヌマル カツコ
HC,2013,又吉光雄,Tokyo,MMD,諸派,99,Other,0,0,No experience,0,Male,69,60-69,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,マタヨシ ミツオ
HC,2013,大河原雅子,Tokyo,MMD,無所属,10,Independent,0,2,"Currently in office, 1 term",1,Female,60,60-69,0,Born outside district,2,Private university,0,None,0,0,0,0,0,1,0,0,5,0,1,0,東京選挙区,オオカワラ マサコ
HC,2013,山口那津男,Tokyo,MMD,公明党,3,Komeito,1,6,"Currently in office, 3+ terms",0,Male,61,60-69,0,Born outside district,3,University of Tokyo,0,None,0,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,ヤマグチ ナツオ
HC,2013,中村高志,Tokyo,MMD,無所属,10,Independent,0,0,No experience,0,Male,53,50-59,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,5,0,0,0,東京選挙区,ナカムラ タカシ
HC,2013,三木亨,Tokushima,SMD,自民党,1,LDP,1,0,No experience,0,Male,46,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,1,0,0,1,0,1,0,徳島選挙区,ミキ トオル
HC,2013,中谷智司,Tokushima,SMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",0,Male,44,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,徳島選挙区,ナカタニ トモジ
HC,2013,小松由佳,Tokushima,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,31,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,徳島選挙区,コマツ ユカ
HC,2013,上村恭子,Tokushima,SMD,共産党,5,JCP,0,0,No experience,1,Female,55,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,徳島選挙区,カミムラ キョウコ
HC,2013,小池一徳,Tochigi,SMD,共産党,5,JCP,0,0,No experience,0,Male,52,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,栃木選挙区,コイケ カズノリ
HC,2013,高橋克法,Tochigi,SMD,自民党,1,LDP,1,0,No experience,0,Male,55,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,1,0,1,1,栃木選挙区,タカハシ カツノリ
HC,2013,沖智美,Tochigi,SMD,みんなの党,99,Other,0,0,No experience,1,Female,32,Under_40,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,1,1,1,1,0,栃木選挙区,オキ トモミ
HC,2013,杉浦満春,Tochigi,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,45,40-49,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,栃木選挙区,スギウラ ミツハル
HC,2013,谷博之,Tochigi,SMD,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,70,Over_70,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,1,1,1,0,栃木選挙区,タニ ヒロユキ
HC,2013,大西孝典,Nara,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,57,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,奈良選挙区,オオニシ タカノリ
HC,2013,堀井巌,Nara,SMD,自民党,1,LDP,1,0,No experience,0,Male,47,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,奈良選挙区,ホリイ イワオ
HC,2013,谷川和広,Nara,SMD,共産党,5,JCP,0,0,No experience,0,Male,34,Under_40,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,奈良選挙区,タニカワ カズヒロ
HC,2013,田中孝子,Nara,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,58,50-59,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,奈良選挙区,タナカ タカコ
HC,2013,堂故茂,Toyama,SMD,自民党,1,LDP,1,0,No experience,0,Male,60,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,富山選挙区,ドウコ シゲル
HC,2013,西江嘉晃,Toyama,SMD,無所属,10,Independent,0,0,No experience,0,Male,58,50-59,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,富山選挙区,ニシエ ヨシテル
HC,2013,高橋渡,Toyama,SMD,共産党,5,JCP,0,0,No experience,0,Male,50,50-59,0,Born outside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,富山選挙区,タカハシ ワタル
HC,2013,吉田かをる,Toyama,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,58,50-59,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,富山選挙区,ヨシダ カヲル
HC,2013,藤野利和,Fukui,SMD,民主党,16,DPJ,0,0,No experience,0,Male,61,60-69,1,Born inside district,0,High school,0,None,0,0,0,0,0,1,0,0,1,1,1,0,福井選挙区,フジノ トシカズ
HC,2013,滝波宏文,Fukui,SMD,自民党,1,LDP,1,0,No experience,0,Male,41,40-49,1,Born inside district,3,University of Tokyo,0,None,0,0,0,1,0,0,0,0,1,0,0,0,福井選挙区,タキナミ ヒロフミ
HC,2013,山田和雄,Fukui,SMD,共産党,5,JCP,0,0,No experience,0,Male,46,40-49,1,Born inside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,1,1,0,福井選挙区,ヤマダ カズオ
HC,2013,白川康之,Fukui,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,56,50-59,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,福井選挙区,シラカワ ヤスユキ
HC,2013,吉田俊之,Fukuoka,MMD,日本維新の会,35,JIP,0,0,No experience,0,Male,57,50-59,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,2,0,0,0,福岡選挙区,ヨシダ トシユキ
HC,2013,古賀輝生,Fukuoka,MMD,みんなの党,99,Other,0,0,No experience,0,Male,49,40-49,0,Born outside district,2,Private university,0,None,0,1,0,0,0,0,0,0,2,0,0,0,福岡選挙区,コガ テルオ
HC,2013,松山政司,Fukuoka,MMD,自民党,1,LDP,1,4,"Currently in office, 2 terms",0,Male,54,50-59,1,Born inside district,2,Private university,1,Local-level elected politician,0,1,0,0,0,0,0,0,2,0,0,0,福岡選挙区,マツヤマ マサジ
HC,2013,野田国義,Fukuoka,MMD,民主党,16,DPJ,1,1,"Formerly in office, 1 term",0,Male,55,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,1,2,0,0,1,福岡選挙区,ノダ クニヨシ
HC,2013,真島省三,Fukuoka,MMD,共産党,5,JCP,0,0,No experience,0,Male,50,50-59,0,Born outside district,0,High school,0,None,0,0,0,0,0,1,0,0,2,0,1,0,福岡選挙区,マジマ ショウゾウ
HC,2013,吉冨和枝,Fukuoka,MMD,幸福実現党,99,Other,0,0,No experience,1,Female,54,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,福岡選挙区,ヨシトミ カズエ
HC,2013,杉内一成,Fukushima,SMD,諸派,99,Other,0,0,No experience,0,Male,80,Over_70,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,1,0,0,0,福島選挙区,スギウチ カズシゲ
HC,2013,岩渕友,Fukushima,SMD,共産党,5,JCP,0,0,No experience,1,Female,36,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,1,0,0,0,1,0,0,0,福島選挙区,イワブチ トモ
HC,2013,酒井秀光,Fukushima,SMD,幸福実現党,99,Other,0,0,No experience,0,Male,45,40-49,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,福島選挙区,サカイ ヒデミツ
HC,2013,森雅子,Fukushima,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",1,Female,48,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,1,0,0,0,福島選挙区,モリ マサコ
HC,2013,遠藤陽子,Fukushima,SMD,社民党,2,SDP,0,0,No experience,1,Female,63,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,福島選挙区,エンドウ ヨウコ
HC,2013,金子恵美,Fukushima,SMD,民主党,16,DPJ,0,2,"Currently in office, 1 term",1,Female,48,40-49,1,Born inside district,2,Private university,2,National-level elected politician,0,0,0,0,0,0,0,0,1,1,1,0,福島選挙区,カネコ エミ
HC,2013,下村英里子,Hyogo,MMD,みんなの党,99,Other,0,0,No experience,1,Female,30,Under_40,0,Born outside district,2,Private university,0,None,0,1,0,0,0,0,0,0,2,0,0,0,兵庫選挙区,シモムラ エリコ
HC,2013,辻泰弘,Hyogo,MMD,民主党,16,DPJ,0,4,"Currently in office, 2 terms",0,Male,57,50-59,1,Born inside district,3,University of Tokyo,0,None,0,0,0,0,0,0,0,1,2,0,0,0,兵庫選挙区,ツジ ヤスヒロ
HC,2013,清水貴之,Hyogo,MMD,日本維新の会,35,JIP,1,0,No experience,0,Male,39,Under_40,0,Born outside district,2,Private university,0,None,0,0,1,0,0,0,0,0,2,0,0,0,兵庫選挙区,シミズ タカユキ
HC,2013,湊侑子,Hyogo,MMD,幸福実現党,99,Other,0,0,No experience,1,Female,30,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,兵庫選挙区,ミナト ユウコ
HC,2013,金田峰生,Hyogo,MMD,共産党,5,JCP,0,0,No experience,0,Male,47,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,2,0,1,0,兵庫選挙区,カネダ ミネオ
HC,2013,松本なみほ,Hyogo,MMD,グリーン,99,Other,0,0,No experience,1,Female,39,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,兵庫選挙区,マツモト ナミホ
HC,2013,鴻池祥肇,Hyogo,MMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,72,Over_70,1,Born inside district,2,Private university,1,Local-level elected politician,0,1,0,0,0,0,0,0,2,0,0,0,兵庫選挙区,コウノイケ ヨシタダ
HC,2013,森英士,Hokkaido,MMD,共産党,5,JCP,0,0,No experience,0,Male,35,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,0,0,0,北海道選挙区,モリ ツネト
HC,2013,伊達忠一,Hokkaido,MMD,自民党,1,LDP,1,4,"Currently in office, 2 terms",0,Male,74,Over_70,1,Born inside district,0,High school,0,None,0,1,0,0,0,1,0,0,2,0,1,0,北海道選挙区,ダテ チュウイチ
HC,2013,安住太伸,Hokkaido,MMD,みんなの党,99,Other,0,0,No experience,0,Male,43,40-49,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,2,1,1,0,北海道選挙区,アズミ タカノブ
HC,2013,浅野貴博,Hokkaido,MMD,新党大地,99,Other,0,1,"Formerly in office, 1 term",0,Male,35,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,2,0,0,0,北海道選挙区,アサノ タカヒロ
HC,2013,小川勝也,Hokkaido,MMD,民主党,16,DPJ,1,6,"Currently in office, 3+ terms",0,Male,50,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,2,0,0,0,北海道選挙区,オガワ カツヤ
HC,2013,森山佳則,Hokkaido,MMD,幸福実現党,99,Other,0,0,No experience,0,Male,46,40-49,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,2,0,0,0,北海道選挙区,モリヤマ ヨシノリ
HC,2013,世耕弘成,Wakayama,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,50,50-59,0,Born outside district,2,Private university,3,Cabinet minister,1,0,0,0,0,0,0,0,1,0,0,0,和歌山選挙区,セコウ ヒロシゲ
HC,2013,久保美也子,Wakayama,SMD,幸福実現党,99,Other,0,0,No experience,1,Female,52,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,和歌山選挙区,クボ ミヤコ
HC,2013,原矢寸久,Wakayama,SMD,共産党,5,JCP,0,0,No experience,0,Male,61,60-69,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,0,0,0,和歌山選挙区,ハラ ヤスヒサ
